,ID,Kidhome,Teenhome,Recency,MntWines,MntFruits,MntMeatProducts,MntFishProducts,MntSweetProducts,MntGoldProds,NumDealsPurchases,NumWebPurchases,NumCatalogPurchases,NumStorePurchases,NumWebVisitsMonth,AcceptedCmp3,AcceptedCmp4,AcceptedCmp5,AcceptedCmp1,AcceptedCmp2,Complain,Response,Education_0,Education_1,Education_2,Education_3,Education_4,Marital_Status_0,Marital_Status_1,Marital_Status_2,Marital_Status_3,Marital_Status_4,Marital_Status_5,Marital_Status_6,Marital_Status_7
555,8692,1,1,50,90,17,97,15,6,15,6,4,1,5,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
556,448,1,0,57,308,85,137,102,45,118,2,6,2,11,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
557,8314,0,0,30,557,129,761,29,185,111,1,5,6,7,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
558,8420,0,0,27,7,4,13,15,8,17,2,2,0,4,5,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
559,3174,0,1,61,1492,38,287,50,57,33,1,5,10,4,6,0,1,1,1,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
560,7685,1,0,4,30,8,12,8,8,12,1,2,0,4,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
561,3179,0,0,75,249,153,940,58,134,38,0,6,6,7,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
562,9780,0,1,12,465,25,132,136,0,37,2,8,3,13,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
563,10681,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
564,10232,0,1,9,174,18,81,28,6,24,3,3,2,7,3,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
565,4184,0,1,48,189,2,29,3,2,40,2,3,2,5,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
566,9120,0,1,80,747,10,161,65,40,42,4,4,2,9,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
567,891,1,1,60,6,0,2,2,0,1,1,1,0,2,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
568,10381,0,1,43,14,0,3,0,0,4,1,1,0,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
569,3525,1,1,19,12,0,4,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
570,6818,0,1,26,98,0,106,49,10,106,5,5,1,5,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
571,3526,1,1,58,32,0,5,0,0,1,2,1,0,3,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
572,8181,1,0,42,51,12,49,17,24,24,3,4,1,3,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
573,1029,0,1,27,200,5,44,0,10,20,1,5,1,5,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
574,7369,1,0,56,25,6,25,6,0,0,2,2,0,3,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
575,2574,0,1,27,1050,12,144,0,0,24,3,6,4,8,5,0,1,0,1,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
576,8159,1,1,10,117,0,22,13,0,30,3,4,1,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
577,1160,1,1,48,9,4,17,10,2,7,4,3,0,3,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
578,10242,1,1,39,56,0,11,0,0,8,2,2,0,4,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
579,5253,1,1,85,145,13,46,17,2,4,6,4,2,4,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
580,5966,1,1,64,203,0,10,0,0,2,5,3,1,6,6,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
581,5314,0,1,69,270,3,27,39,6,99,7,7,1,5,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
582,5081,1,1,54,9,0,16,6,6,10,1,1,0,3,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
583,5123,0,0,57,37,12,23,8,11,52,1,2,1,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
584,5756,1,0,64,46,0,7,0,0,2,2,2,0,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
585,8036,1,1,10,31,1,13,7,2,9,4,2,1,4,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
586,9058,0,0,65,1060,21,530,32,0,224,1,5,11,5,3,1,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0
587,5057,0,1,74,264,47,188,54,47,11,2,4,4,10,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
588,254,0,1,4,399,4,30,6,4,30,3,7,1,7,7,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
589,4179,0,0,94,8,9,9,2,5,22,1,1,1,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
590,3710,1,0,41,19,0,35,6,4,17,2,2,1,2,7,0,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0
591,7627,0,0,25,817,183,797,106,163,20,0,5,11,5,2,0,0,1,1,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
592,4501,0,0,94,292,127,635,132,127,165,1,3,7,9,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
593,6424,1,0,9,12,6,2,11,2,16,1,1,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
594,3075,0,0,47,130,30,168,20,34,0,1,3,4,7,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
595,4992,1,0,12,6,4,16,3,10,30,3,3,1,2,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
596,5252,1,0,80,16,12,18,7,1,13,1,2,0,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
597,7444,1,1,20,19,0,9,0,0,2,2,1,0,3,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
598,6919,1,0,39,4,7,15,13,9,15,3,2,1,3,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
599,3537,1,0,57,31,3,31,2,8,4,3,3,0,4,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
600,10277,0,1,27,36,0,2,0,0,4,1,1,0,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
601,2453,0,1,83,526,28,135,10,21,99,3,5,3,12,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
602,7972,0,0,79,400,32,519,71,75,54,1,3,4,9,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
603,895,0,2,69,410,16,114,0,5,49,3,5,2,10,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
604,1177,1,1,77,80,3,26,4,2,14,4,3,1,3,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
605,7141,1,0,15,88,10,46,2,3,64,4,5,1,2,10,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
606,7232,0,1,99,55,0,6,2,0,4,2,1,1,3,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
607,8477,2,1,61,5,1,13,3,5,1,1,1,0,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
608,2457,0,1,23,8,4,5,15,2,11,2,1,0,3,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
609,988,0,0,84,410,0,592,147,22,22,1,6,4,7,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
610,7930,0,0,74,101,13,76,20,18,40,2,3,1,6,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
611,4587,0,0,90,162,25,53,16,0,10,1,3,1,7,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0
612,6682,1,0,41,2,8,1,4,7,15,1,1,0,3,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
613,6222,2,1,28,25,0,8,2,0,2,2,2,0,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
614,10299,0,0,73,389,91,248,64,49,41,3,6,3,13,5,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
615,3083,1,1,88,215,13,87,17,17,24,5,6,2,5,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
616,8953,2,1,94,27,0,5,0,0,3,2,1,0,3,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
617,1503,1,1,31,85,1,16,2,1,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
618,8650,1,1,31,5,6,10,6,5,10,1,1,0,3,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
619,10862,0,1,6,179,8,83,19,11,26,5,1,2,9,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
620,2782,0,1,23,352,0,27,10,0,15,3,6,1,7,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
621,6941,0,0,92,17,8,12,11,15,32,1,2,1,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
622,10972,0,0,52,625,35,169,58,17,35,1,4,3,6,1,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
623,10708,1,0,50,10,6,11,0,4,2,1,1,0,3,7,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
624,6583,0,0,54,390,22,323,104,35,107,1,6,8,6,3,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
625,3641,1,0,93,10,2,15,2,1,6,2,2,0,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
626,10156,0,1,56,215,63,507,231,31,190,1,8,4,7,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
627,4299,0,1,28,1001,17,572,93,125,17,7,11,11,5,7,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
628,3469,1,1,94,19,18,33,24,1,8,3,3,0,3,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
629,5063,1,0,76,41,5,129,10,3,3,3,4,1,4,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
630,10727,1,0,43,1181,107,199,39,30,30,2,7,3,13,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
631,9624,0,0,46,603,45,207,36,18,54,1,3,4,6,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
632,5156,0,1,13,129,129,259,168,121,83,5,6,3,12,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
633,4376,0,0,27,10,24,15,13,1,30,1,2,1,3,7,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0
634,8923,0,0,12,514,22,732,42,198,79,1,6,7,7,3,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0
635,8461,2,1,3,14,0,1,0,0,1,1,1,0,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
636,6945,0,0,72,387,20,713,38,54,163,1,9,11,11,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
637,944,0,1,6,121,103,69,8,44,48,1,4,2,7,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
638,1907,0,1,53,965,69,279,54,41,69,5,8,4,9,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0
639,701,0,1,58,707,21,250,85,43,73,2,6,2,8,2,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
640,3856,0,1,78,571,50,142,33,50,159,4,4,5,13,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
641,4149,0,0,57,586,66,653,17,0,26,1,5,9,6,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
642,2131,0,1,37,1063,89,102,16,12,25,4,9,4,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
643,2942,0,1,20,305,3,27,4,3,144,2,5,4,4,5,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
644,1173,0,0,73,1200,105,758,0,42,147,1,4,2,6,2,0,1,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,0,0
645,4381,1,1,56,163,2,40,8,11,11,7,3,1,6,6,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
646,4611,0,0,36,1009,181,104,202,21,207,0,9,8,13,3,0,0,1,1,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0
647,3376,1,0,9,125,6,73,8,4,19,1,3,1,6,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
648,4679,0,1,42,721,0,152,119,50,50,3,7,6,12,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
649,10928,0,1,28,315,4,62,41,31,146,2,7,1,7,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
650,4248,0,0,23,1000,19,711,125,115,38,0,4,6,9,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
651,6728,1,0,38,16,0,17,6,3,6,2,1,0,3,9,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
652,6661,0,1,63,757,80,217,29,80,11,5,9,6,12,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
653,4725,0,1,71,30,2,25,0,1,9,1,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
654,3277,0,1,9,219,3,100,26,0,17,2,7,1,5,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
655,5555,0,0,81,1,1,1,1,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
656,2564,0,1,87,111,3,28,2,6,15,2,3,1,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
657,946,0,0,92,45,47,52,21,20,25,2,3,1,5,6,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
658,3867,0,1,36,410,112,420,0,82,71,1,9,3,13,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
659,6940,1,2,86,100,1,39,6,1,76,4,3,2,3,6,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
660,55,0,1,83,509,0,65,7,11,5,4,7,2,9,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
661,7093,1,0,74,3,6,5,0,2,6,1,0,0,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
662,5084,0,1,87,445,53,213,104,98,151,1,6,4,13,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
663,1777,0,0,29,2,2,11,41,7,11,1,2,0,3,8,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
664,8162,0,0,88,4,1,11,6,2,2,1,1,0,3,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
665,10826,0,0,77,6,1,7,23,4,19,1,1,1,2,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
666,8754,0,1,25,14,0,3,0,0,3,1,1,0,2,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
667,1987,1,0,34,1,10,11,19,3,15,2,2,0,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0
668,11007,1,0,43,26,0,6,0,0,2,1,1,0,3,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
669,7426,1,1,76,111,16,37,7,9,18,3,3,1,5,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0
670,9153,0,1,81,418,61,428,80,51,10,3,7,8,10,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
671,10379,0,2,87,327,9,122,19,14,83,5,5,2,9,6,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
672,9204,0,1,33,371,159,194,58,106,141,4,4,3,6,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0
673,3197,0,1,38,275,59,107,69,101,59,2,6,4,8,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
674,2920,0,1,63,789,0,142,12,9,38,2,2,4,8,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
675,6961,2,0,26,1,1,5,0,3,1,1,1,0,2,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
676,4673,0,1,17,1004,12,145,32,12,36,3,10,3,5,5,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0
677,9937,0,0,75,187,81,149,25,43,91,1,2,2,12,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
678,8779,1,0,13,56,4,76,17,1,18,4,4,1,3,9,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0
679,9596,0,0,19,365,32,117,34,110,6,1,3,3,13,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
680,2891,0,1,51,595,23,123,10,23,154,2,8,9,4,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
681,4910,0,0,81,1132,134,384,175,134,115,1,11,5,13,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
682,75,0,0,32,34,11,137,179,61,45,1,8,1,5,8,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0
683,10120,0,1,84,116,6,82,6,6,41,2,3,1,6,5,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
684,6327,0,0,87,565,32,435,28,32,54,1,2,8,6,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
685,10142,0,1,99,372,18,126,47,48,78,2,5,2,11,4,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
686,9826,0,0,96,899,102,838,133,102,40,1,5,6,10,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
687,1501,0,0,21,55,16,1622,17,3,4,15,0,28,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
688,10767,0,0,40,760,40,480,0,40,26,1,3,5,12,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
689,7279,0,0,3,260,86,559,63,9,67,1,4,6,4,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
690,7230,0,1,98,459,0,24,6,0,4,6,4,5,7,6,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0
691,143,0,0,73,466,0,224,119,49,99,1,5,3,4,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
692,450,0,1,90,67,15,80,17,11,80,3,1,4,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
693,9316,0,0,29,2,0,7,3,7,10,1,1,0,3,6,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0
694,6379,1,1,3,67,1,20,0,2,31,3,2,2,2,7,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,1,0
695,9239,0,2,94,92,4,18,3,3,6,1,2,1,4,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
696,8315,0,0,65,4,2,11,2,0,4,1,1,0,2,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
697,2868,1,1,33,20,1,28,3,3,2,3,2,0,3,8,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0
698,10888,0,0,46,273,11,178,62,83,29,2,8,4,6,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
699,1277,0,0,29,434,22,388,104,22,34,1,10,7,10,4,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
700,9977,0,1,99,321,11,309,33,26,34,3,9,3,5,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
701,10196,2,0,26,212,123,177,15,64,23,2,8,2,8,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
702,6384,0,1,30,909,12,278,0,12,242,3,5,2,11,8,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
703,8029,0,0,27,1184,32,352,21,16,16,1,3,4,7,1,0,1,1,1,0,0,1,0,0,0,1,0,0,0,0,0,1,0,0,0
704,968,1,0,24,112,19,21,16,14,5,3,4,1,4,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
705,6988,1,0,93,656,80,455,52,107,93,2,8,4,8,4,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
706,4472,1,0,34,23,0,8,6,2,18,1,1,1,3,2,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
707,6991,0,1,88,537,6,42,16,6,30,2,9,3,6,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
708,3336,0,1,96,712,0,45,0,0,191,3,2,4,5,7,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
709,4301,1,0,10,23,1,13,2,2,18,1,1,1,2,7,1,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0
710,1940,1,0,26,1,3,4,2,2,6,1,1,0,2,8,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
711,1272,0,1,49,664,58,83,32,0,66,4,7,5,10,5,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
712,1388,1,0,11,6,10,21,19,14,42,2,2,1,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
713,1044,0,0,44,299,5,201,21,21,49,3,5,4,8,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
714,6969,1,0,75,99,13,66,43,8,4,3,4,1,5,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
715,10479,0,0,64,749,40,294,121,160,147,1,3,2,5,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
716,3619,0,0,19,345,25,501,63,138,80,1,5,3,8,2,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0
717,1715,1,0,45,9,4,18,7,5,5,2,2,0,3,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
718,10159,0,1,77,440,81,368,0,122,174,6,11,5,9,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
719,1463,1,1,9,8,2,5,3,0,3,1,1,0,2,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
720,5114,0,1,1,670,9,249,0,28,9,2,5,4,5,4,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
721,4990,0,0,90,524,0,134,28,28,155,1,11,1,8,7,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
722,4329,1,0,43,6,0,6,2,1,1,2,1,0,3,7,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
723,10936,0,0,79,597,166,597,172,166,249,1,5,6,4,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
724,4692,1,0,19,7,0,12,13,7,32,5,4,1,2,9,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
725,7212,0,1,99,54,0,7,0,0,4,1,2,0,3,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
726,6086,0,0,62,445,25,706,80,76,48,1,6,5,12,2,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
727,437,0,0,41,294,142,218,164,58,151,1,3,8,11,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0
728,11171,2,1,60,292,3,77,10,3,26,7,6,3,5,7,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0
729,11101,0,0,17,412,22,132,59,28,183,1,11,6,8,4,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
730,5329,1,1,24,8,0,3,0,0,0,1,0,0,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
731,610,1,1,60,349,4,78,6,0,43,8,7,2,6,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0
732,9384,1,1,57,328,9,124,12,24,109,7,4,2,10,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
733,5956,1,2,74,144,2,99,7,2,30,5,6,1,4,8,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0
734,10430,1,1,22,1126,28,211,37,28,42,3,4,3,4,5,0,1,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0
735,7875,0,0,46,967,0,617,43,50,0,1,4,8,13,2,0,1,1,1,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0
736,7072,0,1,69,432,79,341,177,136,170,2,8,5,4,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
737,6255,0,1,29,138,39,63,55,18,21,1,4,1,7,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
738,6516,1,0,37,0,0,1,7,4,6,1,1,0,2,7,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0
739,5564,0,1,26,509,133,497,78,24,97,2,7,5,6,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0
740,5682,0,1,8,948,10,86,13,21,21,4,6,9,11,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
741,7458,1,1,26,39,2,25,4,3,24,2,3,0,3,8,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0
742,5237,1,2,79,28,1,21,3,0,10,3,2,1,3,5,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0
